O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,Job Zone,Active_Learning_Importance,Active_Learning_Level,Critical_Thinking_Importance,Critical_Thinking_Level,Learning_Strategies_Importance,Learning_Strategies_Level,Monitoring_Importance,Monitoring_Level,Active_Listening_Importance,Active_Listening_Level,Mathematics_Importance,Mathematics_Level,Programming_Importance,Programming_Level,Reading_Comprehension_Importance,Reading_Comprehension_Level,Science_Importance,Science_Level,Speaking_Importance,Speaking_Level,Writing_Importance,Writing_Level,degree_of_automation_context,importance_of_being_exact_or_accurate_context,importance_of_repeating_same_tasks_context,structured_versus_unstructured_work_context
19-2031.00,Chemists,0.08,0.38,0.68,0.28,0.4,0.52,4,60,59,75,59,47,45,56,54,72,54,72,63.0,28,25.0,75,71,81,73.0,63,57,66,68,0.37,0.9,0.68,0.77
19-2032.00,Materials Scientists,0.1379310344827586,0.4827586206896551,0.8275862068965517,0.4482758620689655,0.5172413793103449,0.5862068965517241,5,72,57,78,59,53,48,60,59,75,59,60,57.0,22,14.0,78,70,78,71.0,72,61,72,61,0.29,0.81,0.38,0.8
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.032258064516129,0.5,0.967741935483871,0.4838709677419355,0.7258064516129032,0.967741935483871,4,66,57,75,59,50,55,63,59,75,59,60,59.0,25,37.0,75,71,72,66.0,72,63,72,64,0.28,0.76,0.57,0.88
19-2041.01,Climate Change Policy Analysts,0.0714285714285714,0.5357142857142857,1.0,0.5714285714285714,0.75,0.9285714285714284,5,69,55,75,57,50,45,53,54,75,55,50,46.0,22,18.0,81,61,41,39.0,72,61,72,59,0.11,0.71,0.28,0.77
19-2041.02,Environmental Restoration Planners,0.0869565217391304,0.5217391304347826,0.9565217391304348,0.3478260869565217,0.6521739130434783,0.9565217391304348,5,63,57,75,59,50,46,69,55,72,59,56,48.0,31,27.0,72,61,63,55.0,72,59,72,61,0.1,0.52,0.25,0.85
19-2041.03,Industrial Ecologists,0.0588235294117647,0.5294117647058824,1.0,0.4558823529411764,0.7132352941176471,0.9705882352941176,5,66,57,72,61,50,50,53,55,75,57,60,57.0,25,29.0,78,68,66,59.0,75,57,75,66,0.15,0.77,0.39,0.85
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",0.1111111111111111,0.4666666666666667,0.8222222222222223,0.2888888888888889,0.4777777777777778,0.6666666666666667,5,56,54,75,61,53,45,53,48,72,61,60,59.0,25,23.0,78,70,75,66.0,75,63,72,66,0.16,0.69,0.48,0.78
19-2043.00,Hydrologists,0.125,0.5,0.875,0.2916666666666666,0.53125,0.7708333333333333,5,66,63,75,64,50,48,63,57,72,57,69,63.0,28,37.0,72,66,72,63.0,69,59,66,59,0.21,0.8,0.43,0.76
19-2099.01,Remote Sensing Scientists and Technologists,0.0,0.4565217391304347,0.9130434782608696,0.1521739130434782,0.4456521739130434,0.7391304347826086,5,53,55,75,61,47,45,63,55,69,59,72,61.0,38,34.0,75,70,75,59.0,72,55,72,68,0.43,0.8,0.43,0.72
19-3011.00,Economists,0.0,0.5,1.0,0.3333333333333333,0.4583333333333333,0.5833333333333333,5,72,57,78,64,53,50,53,52,75,57,78,61.0,25,25.0,78,68,25,32.0,75,61,75,61,0.2,0.84,0.34,0.94
19-3011.01,Environmental Economists,0.2105263157894736,0.6052631578947368,1.0,0.5526315789473684,0.7763157894736842,1.0,5,72,57,75,61,56,54,63,54,75,61,75,68.0,22,25.0,75,68,35,37.0,63,59,78,63,0.21,0.75,0.29,0.94
19-3022.00,Survey Researchers,0.25,0.625,1.0,0.75,0.84375,0.9375,5,60,57,78,61,50,48,50,52,75,59,63,61.0,31,32.0,75,61,44,39.0,75,59,75,59,0.37,0.87,0.46,0.74
19-3032.00,Industrial-Organizational Psychologists,0.0888888888888888,0.4888888888888889,0.888888888888889,0.3555555555555555,0.5888888888888889,0.8222222222222223,5,66,59,75,61,60,57,72,59,81,66,56,57.0,44,48.0,81,68,69,54.0,78,66,75,68,0.25,0.81,0.4,0.92
19-3033.00,Clinical and Counseling Psychologists,0.0925925925925925,0.3703703703703703,0.6481481481481481,0.3333333333333333,0.5092592592592592,0.6851851851851851,5,75,58,78,58,56,54,69,57,91,68,28,27.0,6,0.0,74,68,61,50.0,86,63,75,59,0.2,0.67,0.33,0.94
19-3034.00,School Psychologists,0.0,0.3918918918918919,0.7837837837837838,0.3243243243243243,0.5810810810810811,0.8378378378378379,5,66,55,75,59,63,55,75,57,85,64,44,34.0,19,11.0,81,68,25,25.0,81,61,75,59,0.17,0.78,0.35,0.87
19-3041.00,Sociologists,0.1538461538461538,0.5384615384615385,0.9230769230769232,0.3846153846153846,0.6153846153846154,0.8461538461538463,5,72,59,72,61,69,57,66,55,75,66,38,48.0,13,11.0,78,70,60,52.0,72,64,75,68,0.15,0.68,0.36,0.96
19-3051.00,Urban and Regional Planners,0.0,0.4772727272727273,0.9545454545454546,0.2727272727272727,0.5795454545454546,0.8863636363636364,5,56,59,75,61,50,41,50,52,78,63,50,50.0,19,20.0,75,63,41,39.0,78,61,72,59,0.1,0.57,0.16,0.78
19-3091.00,Anthropologists and Archeologists,0.0517241379310344,0.4396551724137931,0.8275862068965517,0.293103448275862,0.5172413793103449,0.7413793103448276,5,74,60,75,62,58,55,53,54,77,61,50,46.0,19,19.0,80,70,72,62.0,77,65,81,71,0.06,0.77,0.42,0.81
19-3092.00,Geographers,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666,5,69,55,72,57,56,52,50,50,72,57,47,43.0,16,13.0,75,68,66,55.0,75,61,75,68,0.22,0.64,0.34,0.77
19-3093.00,Historians,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894,5,69,54,78,59,50,52,50,45,75,57,19,16.0,6,0.0,94,70,41,37.0,72,59,75,70,0.19,0.81,0.55,0.88
19-3094.00,Political Scientists,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333,5,69,55,75,64,56,48,50,52,75,64,44,45.0,10,9.0,78,68,47,46.0,78,64,72,63,0.09,0.76,0.34,0.98
19-3099.01,Transportation Planners,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232,4,69,54,75,61,53,45,60,54,75,57,56,54.0,25,25.0,75,61,38,30.0,72,55,72,57,0.19,0.69,0.4,0.73
19-4012.00,Agricultural Technicians,0.1944444444444444,0.3194444444444444,0.4444444444444444,0.1111111111111111,0.1666666666666666,0.2222222222222222,3,50,43,56,57,44,43,53,46,56,48,53,43.0,16,11.0,63,55,50,43.0,50,45,56,52,0.3,0.89,0.75,0.7
19-4012.01,Precision Agriculture Technicians,0.0909090909090909,0.5,0.9090909090909092,0.2272727272727273,0.5,0.7727272727272727,4,63,54,72,52,44,39,56,50,72,55,56,48.0,31,23.0,72,57,50,45.0,69,48,60,48,0.37,0.7,0.42,0.7
19-4013.00,Food Science Technicians,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.1071428571428571,0.2857142857142857,0.4642857142857142,3,50,46,56,52,47,41,50,45,66,48,47,45.0,13,7.0,66,57,56,46.0,63,46,63,46,0.29,0.9,0.72,0.58
19-4021.00,Biological Technicians,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667,4,63,55,72,57,47,39,56,54,69,54,50,52.0,22,25.0,75,66,69,52.0,56,54,60,54,0.2,0.85,0.59,0.69
19-4031.00,Chemical Technicians,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5,3,60,46,75,59,53,46,72,55,72,55,50,45.0,13,9.0,75,59,78,59.0,60,48,72,57,0.38,0.97,0.66,0.53
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6,4,53,45,72,54,50,45,56,55,75,57,53,45.0,19,16.0,72,57,66,48.0,69,54,66,55,0.24,0.83,0.38,0.61
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.048780487804878,0.3902439024390244,0.7317073170731707,0.073170731707317,0.3048780487804878,0.5365853658536586,4,45,41,66,48,38,35,55,47,58,47,41,40.0,19,15.0,66,57,53,52.0,56,47,56,48,0.42,0.88,0.68,0.76
19-4051.00,Nuclear Technicians,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0714285714285714,0.25,0.4285714285714285,3,50,45,72,52,41,36,75,57,75,57,47,48.0,16,11.0,66,57,50,45.0,69,52,53,43,0.33,0.95,0.83,0.58
19-4051.02,Nuclear Monitoring Technicians,0.1515151515151515,0.2272727272727273,0.303030303030303,0.1515151515151515,0.3181818181818182,0.4848484848484848,3,50,45,72,57,53,46,72,57,72,55,53,45.0,13,9.0,69,57,53,45.0,63,48,53,52,0.27,0.9,0.67,0.66
19-4061.00,Social Science Research Assistants,0.4242424242424242,0.6666666666666667,0.9090909090909092,0.3939393939393939,0.6212121212121212,0.8484848484848485,4,53,52,69,55,50,45,47,45,69,59,53,55.0,41,39.0,75,68,56,48.0,60,54,69,55,0.16,0.75,0.71,0.72
19-4071.00,Forest and Conservation Technicians,0.0769230769230769,0.3269230769230769,0.576923076923077,0.1153846153846153,0.3269230769230769,0.5384615384615385,3,50,43,69,48,50,43,53,52,69,54,44,39.0,25,23.0,60,54,44,32.0,56,50,50,45,0.33,0.75,0.65,0.74
19-4092.00,Forensic Science Technicians,0.064516129032258,0.3870967741935484,0.7096774193548387,0.064516129032258,0.1935483870967742,0.3225806451612903,4,56,52,72,57,50,48,53,50,72,61,44,45.0,19,18.0,72,63,60,46.0,72,59,72,59,0.15,0.94,0.61,0.88
19-4099.01,Quality Control Analysts,0.2127659574468085,0.5212765957446809,0.8297872340425532,0.2553191489361702,0.4787234042553191,0.7021276595744681,3,53,45,56,52,44,41,69,55,60,54,50,46.0,19,11.0,69,55,44,41.0,53,52,56,48,0.24,0.96,0.77,0.81
19-4099.03,Remote Sensing Technicians,0.0967741935483871,0.5483870967741935,1.0,0.1290322580645161,0.4677419354838709,0.8064516129032258,4,50,50,69,55,44,43,60,52,60,54,63,55.0,44,46.0,63,59,41,39.0,63,52,56,54,0.3,0.91,0.74,0.62
19-5011.00,Occupational Health and Safety Specialists,0.0476190476190476,0.3333333333333333,0.6190476190476191,0.2857142857142857,0.3571428571428571,0.4285714285714285,4,60,57,72,59,56,50,66,59,72,55,60,48.0,19,18.0,72,57,47,48.0,75,59,66,55,0.21,0.8,0.33,0.79
19-5012.00,Occupational Health and Safety Technicians,0.125,0.3958333333333333,0.6666666666666666,0.25,0.4166666666666666,0.5833333333333333,3,53,46,72,55,50,45,60,54,75,55,38,39.0,22,16.0,72,55,47,41.0,72,55,63,55,0.21,0.85,0.56,0.85
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.0888888888888888,0.2,0.3111111111111111,0.1777777777777777,0.2888888888888889,0.4,5,69,57,78,59,56,54,75,57,81,63,25,29.0,19,14.0,75,61,25,20.0,81,61,75,57,0.14,0.7,0.78,0.73
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.0526315789473684,0.2894736842105263,0.5263157894736842,0.2456140350877192,0.3245614035087719,0.4035087719298245,5,72,55,75,57,69,52,69,54,85,59,28,30.0,19,14.0,78,61,16,9.0,81,57,75,57,0.12,0.48,0.35,0.82
21-1013.00,Marriage and Family Therapists,0.074074074074074,0.1111111111111111,0.1481481481481481,0.1851851851851851,0.2777777777777778,0.3703703703703703,5,69,61,72,61,53,54,66,57,97,71,22,25.0,6,0.0,75,61,38,41.0,81,61,75,61,0.1,0.56,0.24,0.84
21-1014.00,Mental Health Counselors,0.0784313725490196,0.2549019607843137,0.4313725490196078,0.1176470588235294,0.2647058823529412,0.4117647058823529,5,63,59,69,64,56,55,72,57,94,70,25,30.0,16,9.0,78,66,47,50.0,81,61,75,61,0.21,0.57,0.5,0.73
21-1015.00,Rehabilitation Counselors,0.064516129032258,0.3548387096774194,0.6451612903225806,0.2580645161290322,0.4677419354838709,0.6774193548387096,4,53,46,66,55,53,54,72,59,75,59,25,29.0,13,7.0,69,57,31,29.0,75,57,66,57,0.18,0.73,0.62,0.77
21-1021.00,"Child, Family, and School Social Workers",0.0571428571428571,0.2428571428571428,0.4285714285714285,0.1714285714285714,0.3,0.4285714285714285,4,60,54,78,61,53,45,72,55,97,68,25,27.0,10,7.0,75,59,31,29.0,88,59,69,59,0.3,0.82,0.54,0.85
21-1022.00,Healthcare Social Workers,0.03125,0.34375,0.65625,0.1875,0.421875,0.65625,5,69,57,75,57,53,52,56,55,75,68,25,29.0,16,11.0,75,61,41,37.0,78,61,72,59,0.17,0.47,0.32,0.81
21-1023.00,Mental Health and Substance Abuse Social Workers,0.0,0.2708333333333333,0.5416666666666666,0.1666666666666666,0.3541666666666666,0.5416666666666666,5,56,55,75,57,69,55,75,57,78,57,25,29.0,22,14.0,75,59,41,39.0,78,57,69,57,0.19,0.67,0.58,0.81
21-1091.00,Health Education Specialists,0.2580645161290322,0.532258064516129,0.8064516129032258,0.2580645161290322,0.5,0.7419354838709677,4,72,52,69,57,75,59,56,54,78,57,28,32.0,10,7.0,69,57,38,39.0,78,61,78,57,0.14,0.7,0.64,0.79
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.1578947368421052,0.3947368421052631,0.631578947368421,0.2894736842105263,0.4473684210526315,0.6052631578947368,4,60,46,72,57,31,37,69,55,75,57,22,18.0,16,11.0,72,59,19,11.0,75,57,69,55,0.42,0.84,0.75,0.75
21-1093.00,Social and Human Service Assistants,0.2142857142857142,0.3928571428571428,0.5714285714285714,0.2857142857142857,0.375,0.4642857142857142,4,56,46,66,57,47,43,66,54,75,57,25,29.0,16,13.0,69,57,19,21.0,75,59,66,55,0.31,0.77,0.6,0.77
21-1094.00,Community Health Workers,0.0833333333333333,0.3194444444444444,0.5555555555555556,0.2777777777777778,0.3472222222222222,0.4166666666666666,4,66,52,69,54,60,54,60,54,78,57,31,30.0,13,11.0,72,57,6,0.0,78,57,75,55,0.3,0.73,0.51,0.77
21-2011.00,Clergy,0.1904761904761904,0.3333333333333333,0.4761904761904761,0.1904761904761904,0.238095238095238,0.2857142857142857,5,72,59,69,59,69,61,60,59,85,64,35,36.0,13,7.0,78,68,16,13.0,91,68,78,63,0.25,0.57,0.3,0.92
21-2021.00,"Directors, Religious Activities and Education",0.1515151515151515,0.4393939393939394,0.7272727272727273,0.303030303030303,0.4545454545454546,0.6060606060606061,4,63,54,69,55,63,54,50,55,72,54,35,41.0,19,11.0,72,59,19,13.0,75,57,60,55,0.13,0.54,0.22,0.92
23-1011.00,Lawyers,0.0,0.425,0.8500000000000001,0.15,0.475,0.8,5,72,61,81,70,50,45,66,54,91,68,28,30.0,13,11.0,85,70,16,13.0,91,70,75,70,0.22,0.9,0.55,0.77
23-1012.00,Judicial Law Clerks,0.1379310344827586,0.5172413793103449,0.896551724137931,0.0,0.4482758620689655,0.896551724137931,5,69,59,81,66,50,43,50,46,81,61,22,25.0,13,9.0,88,70,0,0.0,75,61,78,63,0.21,0.96,0.63,0.72
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.1538461538461538,0.5,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154,5,69,59,81,73,50,41,66,57,81,79,28,34.0,13,7.0,81,68,16,11.0,75,68,78,70,0.29,0.88,0.79,0.84
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.0967741935483871,0.5,0.9032258064516128,0.0967741935483871,0.3709677419354839,0.6451612903225806,5,69,57,75,68,50,43,47,50,85,70,25,29.0,13,7.0,75,61,16,9.0,78,68,78,63,0.08,0.91,0.24,0.9
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.0,0.4166666666666666,0.8333333333333333,0.0555555555555555,0.25,0.4444444444444444,5,75,66,97,82,44,41,72,59,100,84,28,30.0,6,0.0,81,68,19,20.0,78,70,78,70,0.28,0.94,0.58,0.98
23-2011.00,Paralegals and Legal Assistants,0.2,0.525,0.8500000000000001,0.05,0.45,0.8500000000000001,3,53,46,60,50,31,30,50,43,72,57,22,23.0,13,9.0,75,57,16,11.0,69,54,69,55,0.26,0.87,0.67,0.76
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.2142857142857142,0.5714285714285714,0.9285714285714284,0.25,0.5535714285714285,0.8571428571428571,2,50,45,66,52,35,30,50,43,69,52,31,32.0,6,0.0,78,55,6,0.0,66,50,60,52,0.51,1.0,0.84,0.92
25-1011.00,"Business Teachers, Postsecondary",0.1818181818181818,0.4886363636363636,0.7954545454545455,0.1818181818181818,0.4204545454545454,0.6590909090909091,5,72,63,72,63,75,68,66,57,75,59,50,46.0,22,18.0,75,71,22,20.0,81,70,75,71,0.31,0.56,0.41,0.93
25-1021.00,"Computer Science Teachers, Postsecondary",0.1666666666666666,0.5119047619047619,0.8571428571428571,0.1428571428571428,0.369047619047619,0.5952380952380952,5,72,59,72,64,72,63,69,57,72,63,53,50.0,50,45.0,75,71,44,37.0,75,70,75,70,0.14,0.72,0.34,0.91
25-1022.00,"Mathematical Science Teachers, Postsecondary",0.2972972972972973,0.5405405405405406,0.7837837837837838,0.1891891891891892,0.4324324324324324,0.6756756756756757,5,69,59,72,59,72,61,72,57,75,57,81,70.0,19,13.0,75,70,35,32.0,78,63,72,68,0.16,0.74,0.38,0.74
25-1031.00,"Architecture Teachers, Postsecondary",0.1951219512195122,0.4878048780487805,0.7804878048780488,0.2195121951219512,0.426829268292683,0.6341463414634146,5,72,64,72,63,78,63,69,59,75,63,47,54.0,22,14.0,78,71,35,37.0,78,70,75,71,0.18,0.67,0.24,0.88
25-1032.00,"Engineering Teachers, Postsecondary",0.1428571428571428,0.5,0.8571428571428571,0.2142857142857142,0.4166666666666666,0.6190476190476191,5,66,59,72,59,78,61,60,59,75,59,72,64.0,25,23.0,75,70,63,52.0,78,70,72,68,0.08,0.63,0.31,0.91
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.2222222222222222,0.5,0.7777777777777778,0.4444444444444445,0.5888888888888889,0.7333333333333334,5,75,64,75,59,78,66,72,61,75,66,50,46.0,19,13.0,78,71,63,52.0,78,71,75,71,0.13,0.79,0.39,0.99
25-1042.00,"Biological Science Teachers, Postsecondary",0.1428571428571428,0.4693877551020408,0.7959183673469387,0.2040816326530612,0.3979591836734693,0.5918367346938775,5,75,64,72,59,78,63,72,55,75,63,53,46.0,13,7.0,75,73,75,57.0,81,68,75,68,0.09,0.81,0.32,0.93
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.1956521739130434,0.4782608695652174,0.7608695652173912,0.217391304347826,0.4239130434782608,0.6304347826086957,5,75,61,72,61,78,59,72,55,75,68,50,45.0,22,16.0,78,71,56,48.0,75,68,78,70,0.1,0.68,0.29,0.9
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.175,0.475,0.775,0.15,0.4,0.65,5,72,61,75,61,72,61,66,59,75,66,60,57.0,22,14.0,75,73,75,59.0,94,68,75,68,0.13,0.71,0.53,0.92
25-1052.00,"Chemistry Teachers, Postsecondary",0.1764705882352941,0.4313725490196078,0.6862745098039216,0.2352941176470588,0.4019607843137255,0.5686274509803921,5,75,57,75,57,75,57,75,57,75,57,56,54.0,22,16.0,78,71,75,61.0,78,71,78,70,0.13,0.85,0.53,0.93
25-1053.00,"Environmental Science Teachers, Postsecondary",0.2608695652173913,0.5217391304347826,0.7826086956521738,0.1956521739130434,0.4239130434782608,0.6521739130434783,5,72,61,75,61,75,61,72,57,75,61,50,46.0,10,5.0,78,71,75,64.0,78,64,75,68,0.16,0.78,0.33,0.9
25-1054.00,"Physics Teachers, Postsecondary",0.1162790697674418,0.4186046511627906,0.7209302325581395,0.1627906976744186,0.3720930232558139,0.5813953488372093,5,75,63,75,70,75,63,66,57,75,66,66,57.0,22,16.0,78,71,78,66.0,78,71,75,71,0.14,0.64,0.32,0.96
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",0.2857142857142857,0.520408163265306,0.7551020408163265,0.183673469387755,0.4081632653061224,0.6326530612244897,5,75,63,72,61,81,61,72,59,78,63,35,45.0,13,7.0,81,71,72,57.0,88,70,78,71,0.15,0.83,0.44,0.89
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.2222222222222222,0.5,0.7777777777777778,0.2444444444444444,0.4444444444444445,0.6444444444444445,5,75,57,72,59,75,57,53,55,75,61,25,30.0,19,14.0,81,70,38,39.0,78,68,75,70,0.1,0.64,0.19,0.89
25-1063.00,"Economics Teachers, Postsecondary",0.1463414634146341,0.475609756097561,0.8048780487804879,0.2195121951219512,0.4390243902439024,0.6585365853658537,5,69,59,72,59,72,57,50,52,75,59,56,54.0,22,20.0,75,63,35,41.0,78,61,75,59,0.2,0.72,0.29,0.92
25-1064.00,"Geography Teachers, Postsecondary",0.1818181818181818,0.4772727272727273,0.7727272727272727,0.25,0.4659090909090909,0.6818181818181819,5,72,59,72,57,72,55,53,55,75,57,44,43.0,25,20.0,75,68,53,50.0,78,70,78,70,0.14,0.75,0.33,0.92
25-1065.00,"Political Science Teachers, Postsecondary",0.1707317073170731,0.475609756097561,0.7804878048780488,0.1951219512195122,0.4146341463414634,0.6341463414634146,5,75,57,72,59,72,57,50,52,75,57,25,30.0,6,0.0,78,70,35,32.0,91,71,75,70,0.05,0.7,0.25,0.93
25-1066.00,"Psychology Teachers, Postsecondary",0.16,0.48,0.8,0.16,0.39,0.62,5,72,66,72,61,81,71,63,55,75,70,50,46.0,22,14.0,78,71,60,59.0,78,71,75,71,0.24,0.65,0.5,0.92
25-1067.00,"Sociology Teachers, Postsecondary",0.1363636363636363,0.4318181818181818,0.7272727272727273,0.2045454545454545,0.3977272727272727,0.5909090909090909,5,66,63,69,59,75,70,69,55,75,59,28,46.0,13,7.0,75,70,44,54.0,91,68,75,68,0.1,0.69,0.54,0.95
25-1071.00,"Health Specialties Teachers, Postsecondary",0.125,0.475,0.8250000000000001,0.175,0.3875,0.6000000000000001,5,75,57,75,59,75,59,66,55,75,66,50,43.0,10,7.0,78,71,56,50.0,78,70,75,71,0.14,0.71,0.29,0.91
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.1568627450980392,0.4019607843137255,0.6470588235294118,0.1372549019607843,0.3725490196078431,0.6078431372549019,5,72,57,72,61,78,61,72,59,75,66,47,41.0,22,16.0,75,71,47,39.0,78,68,75,70,0.27,0.92,0.59,0.8
25-1081.00,"Education Teachers, Postsecondary",0.1666666666666666,0.4880952380952381,0.8095238095238095,0.1904761904761904,0.4404761904761904,0.6904761904761905,5,75,61,69,57,78,64,72,57,78,66,28,32.0,13,7.0,81,70,25,29.0,91,70,75,70,0.13,0.83,0.6,0.93
25-1082.00,"Library Science Teachers, Postsecondary",0.2127659574468085,0.5106382978723404,0.8085106382978723,0.2340425531914893,0.425531914893617,0.6170212765957447,5,75,63,75,59,75,63,75,59,75,66,31,32.0,19,11.0,78,71,28,30.0,78,68,75,68,0.1,0.65,0.24,0.99
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.225,0.5,0.775,0.2,0.4375,0.675,5,75,57,78,59,75,57,72,57,78,68,25,29.0,10,7.0,75,70,19,21.0,94,70,75,64,0.26,0.68,0.51,0.92
25-1112.00,"Law Teachers, Postsecondary",0.125,0.45,0.775,0.425,0.5875,0.75,5,75,68,75,70,81,64,60,54,81,70,25,32.0,19,11.0,81,73,16,11.0,91,71,75,71,0.13,0.78,0.21,0.98
25-1113.00,"Social Work Teachers, Postsecondary",0.1590909090909091,0.4204545454545454,0.6818181818181819,0.2954545454545454,0.5113636363636364,0.7272727272727273,5,75,70,75,61,81,70,69,55,75,59,41,37.0,19,14.0,75,70,41,37.0,91,70,75,68,0.14,0.59,0.28,0.91
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.125,0.4375,0.75,0.375,0.59375,0.8125,5,75,61,66,55,78,61,69,55,75,59,25,30.0,10,5.0,75,66,19,16.0,91,68,72,59,0.06,0.62,0.35,0.85
25-1122.00,"Communications Teachers, Postsecondary",0.125,0.425,0.7250000000000001,0.325,0.5750000000000001,0.8250000000000001,5,75,61,72,59,75,64,69,55,78,59,28,39.0,16,9.0,78,68,25,27.0,78,70,75,66,0.19,0.64,0.31,0.88
25-1123.00,"English Language and Literature Teachers, Postsecondary",0.25,0.5267857142857143,0.8035714285714285,0.3571428571428571,0.5714285714285714,0.7857142857142857,5,72,57,69,57,75,71,66,57,75,61,25,27.0,10,9.0,94,71,19,13.0,78,68,81,70,0.16,0.68,0.41,0.92
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.2666666666666666,0.5333333333333333,0.8,0.2888888888888889,0.5666666666666667,0.8444444444444444,5,72,57,69,55,75,57,66,55,75,66,25,23.0,19,13.0,75,70,19,20.0,78,68,75,68,0.09,0.57,0.11,0.86
25-1125.00,"History Teachers, Postsecondary",0.2222222222222222,0.5111111111111112,0.8,0.3555555555555555,0.5888888888888889,0.8222222222222223,5,72,57,72,55,78,61,66,57,75,59,25,29.0,6,0.0,81,68,22,25.0,88,68,78,68,0.1,0.82,0.55,0.98
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.25,0.5113636363636364,0.7727272727272727,0.3636363636363636,0.5909090909090909,0.8181818181818182,5,69,63,75,61,72,66,56,55,78,63,25,30.0,19,11.0,81,70,19,20.0,78,68,75,71,0.19,0.81,0.41,0.88
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.2,0.5375,0.875,0.4,0.65,0.9,5,66,59,69,57,75,61,63,57,75,61,41,41.0,19,11.0,75,66,31,32.0,78,68,66,59,0.4,0.72,0.58,0.9
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.2790697674418604,0.5581395348837209,0.8372093023255813,0.3720930232558139,0.6162790697674418,0.8604651162790697,5,60,57,72,57,75,57,69,57,75,57,28,37.0,6,0.0,75,61,35,39.0,78,59,75,59,0.22,0.66,0.44,0.95
25-1194.00,"Career/Technical Education Teachers, Postsecondary",0.1282051282051282,0.4871794871794871,0.8461538461538461,0.2051282051282051,0.4487179487179487,0.6923076923076923,3,72,57,69,54,75,57,66,57,75,57,31,32.0,13,9.0,72,55,22,14.0,72,57,66,57,0.2,0.77,0.49,0.83
25-2011.00,"Preschool Teachers, Except Special Education",0.0606060606060606,0.2272727272727273,0.3939393939393939,0.1515151515151515,0.3106060606060606,0.4696969696969697,3,53,43,69,45,72,57,69,50,72,45,25,27.0,0,0.0,69,46,16,9.0,75,45,50,43,0.14,0.59,0.25,0.65
25-2012.00,"Kindergarten Teachers, Except Special Education",0.0547945205479452,0.2328767123287671,0.410958904109589,0.136986301369863,0.2945205479452054,0.4520547945205479,4,56,45,56,54,75,55,75,57,75,57,31,32.0,6,0.0,72,54,10,7.0,75,46,56,46,0.17,0.6,0.36,0.71
25-2021.00,"Elementary School Teachers, Except Special Education",0.054054054054054,0.3108108108108108,0.5675675675675675,0.1351351351351351,0.3108108108108108,0.4864864864864865,4,69,55,75,57,78,64,72,61,75,57,47,39.0,13,7.0,75,57,28,25.0,81,57,72,55,0.16,0.64,0.44,0.75
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.072463768115942,0.3478260869565217,0.6231884057971014,0.2028985507246377,0.3405797101449275,0.4782608695652174,4,69,55,66,52,75,57,72,57,75,57,50,43.0,10,9.0,75,57,16,13.0,78,57,75,57,0.2,0.7,0.42,0.8
